issue_type,difficulty,model,run_id,timestamp,detection_recall,detection_precision,detected_count,injected_count,detection_success,resolution_attempted,resolution_proposed,resolution_applied,resolution_success,resolution_correctness,resolution_errors,resolution_noop_reasons,repairs,overall_success
missing_object_type,hard,qwen2.5:7b,9,2026-09-16T08:31:46.110209,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': 'material', 'proposed_value': 'material', 'noop_reason': None}]",True
missing_attribute_value,easy,qwen2.5:7b,0,2026-09-16T08:32:00.343942,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,1,2026-09-16T08:32:04.079600,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,2,2026-09-16T08:32:08.742889,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,3,2026-09-16T08:32:13.012787,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,4,2026-09-16T08:32:17.275546,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,5,2026-09-16T08:32:21.352878,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,6,2026-09-16T08:32:26.091106,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,7,2026-09-16T08:32:30.689139,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,8,2026-09-16T08:32:34.436170,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,easy,qwen2.5:7b,9,2026-09-16T08:32:37.825569,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 37.0, 'proposed_value': 63.0, 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,0,2026-09-16T08:32:46.455565,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'Cycle Component Corp', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,1,2026-09-16T08:32:49.734442,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'unknown vendor', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,2,2026-09-16T08:32:54.039283,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'null', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,3,2026-09-16T08:32:58.970542,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'Pants Providers Inc', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,4,2026-09-16T08:33:02.060546,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'null', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,5,2026-09-16T08:33:06.030902,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'Cycle Component Corp', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,6,2026-09-16T08:33:10.562875,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'null', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,7,2026-09-16T08:33:15.942712,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'Cassette Captains Co', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,8,2026-09-16T08:33:20.227094,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'null', 'noop_reason': None}]",False
missing_attribute_value,hard,qwen2.5:7b,9,2026-09-16T08:33:25.171974,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'Speedometer Specialists Co', 'proposed_value': 'Pants Providers Inc', 'noop_reason': None}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,0,2026-09-16T08:33:36.167868,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: LLM declined to coerce: The peers' NetPriceEKPONETPR values are all floats, and 'unknown' can be coerced to a float.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""LLM declined to coerce: The peers' NetPriceEKPONETPR values are all floats, and 'unknown' can be coerced to a float.""}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,1,2026-09-16T08:33:41.143636,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: Confidence 0.30 below threshold 0.40. Rationale: The value 'unknown' is a string, but the expected type is REAL. Given that all peer objects have numeric values for NetPriceEKPONETPR, we can infer that this attribute should be a float or int. Since 'unknown' does not represent a valid number, no meaningful coercion can be applied.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""Confidence 0.30 below threshold 0.40. Rationale: The value 'unknown' is a string, but the expected type is REAL. Given that all peer objects have numeric values for NetPriceEKPONETPR, we can infer that this attribute should be a float or int. Since 'unknown' does not represent a valid number, no meaningful coercion can be applied.""}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,2,2026-09-16T08:33:46.822479,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and does not represent a numeric value. However, the peers provide NetPriceEKPONETPR as float values. Given that the expected type is REAL (which corresponds to float in Python), we can infer that the intended value should be a float. Since no specific number was provided for this object, we use 'unknown' as a placeholder with low confidence.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and does not represent a numeric value. However, the peers provide NetPriceEKPONETPR as float values. Given that the expected type is REAL (which corresponds to float in Python), we can infer that the intended value should be a float. Since no specific number was provided for this object, we use 'unknown' as a placeholder with low confidence.""}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,3,2026-09-16T08:33:52.067703,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': 0.0, 'noop_reason': None}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,4,2026-09-16T08:33:56.808555,1.0,1.0,1,1,True,1,1,1,True,0.0,,,"[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': 0.0, 'noop_reason': None}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,5,2026-09-16T08:34:01.254010,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and does not have a numeric meaning that can be preserved when coerced to a float. The peers show NetPriceEKPONETPR as a numeric value, but 'unknown' cannot be meaningfully converted.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and does not have a numeric meaning that can be preserved when coerced to a float. The peers show NetPriceEKPONETPR as a numeric value, but 'unknown' cannot be meaningfully converted.""}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,6,2026-09-16T08:34:05.575717,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and should be coerced to a float or int, but since it does not represent a numeric value, the most appropriate action is to convert it to null as no meaningful numeric value can be inferred.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and should be coerced to a float or int, but since it does not represent a numeric value, the most appropriate action is to convert it to null as no meaningful numeric value can be inferred.""}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,7,2026-09-16T08:34:10.326856,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string, and there are no peers with the exact same value. However, it can be coerced to float or int as both types can represent numerical values including infinity or NaN, but here we will coerce it to float as it might represent a price.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string, and there are no peers with the exact same value. However, it can be coerced to float or int as both types can represent numerical values including infinity or NaN, but here we will coerce it to float as it might represent a price.""}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,8,2026-09-16T08:34:15.692625,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: Confidence 0.30 below threshold 0.40. Would have proposed: 0.0. Rationale: The actual value 'unknown' is a string and does not represent a numeric value. However, the expected type is REAL, which implies it should be a float or int. Given that most peer objects have NetPriceEKPONETPR as a floating-point number, we can coerce this to 0.0, assuming it means no price was recorded.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""Confidence 0.30 below threshold 0.40. Would have proposed: 0.0. Rationale: The actual value 'unknown' is a string and does not represent a numeric value. However, the expected type is REAL, which implies it should be a float or int. Given that most peer objects have NetPriceEKPONETPR as a floating-point number, we can coerce this to 0.0, assuming it means no price was recorded.""}]",False
incorrect_attribute_datatype,easy,qwen2.5:7b,9,2026-09-16T08:34:20.056253,1.0,1.0,1,1,True,1,0,0,False,0.0,,"material:1434: Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and does not contain any numeric or boolean values that can be meaningfully coerced into a REAL type. The peers also have numeric values, making it clear that the original value should have been a number.","[{'ocel_id': 'material:1434', 'original_value': 400.0, 'proposed_value': None, 'noop_reason': ""Confidence 0.30 below threshold 0.40. Rationale: The actual value 'unknown' is a string and does not contain any numeric or boolean values that can be meaningfully coerced into a REAL type. The peers also have numeric values, making it clear that the original value should have been a number.""}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,0,2026-09-16T08:34:36.517230,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,1,2026-09-16T08:34:48.736452,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,2,2026-09-16T08:35:01.681869,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,3,2026-09-16T08:35:15.415704,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1.000000', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1.000000', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1.000000', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,4,2026-09-16T08:35:28.576969,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,5,2026-09-16T08:35:41.357539,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,6,2026-09-16T08:35:54.249014,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '100000.0', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,7,2026-09-16T08:36:07.931356,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1.000.000', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1.000.000', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1.000.000', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,8,2026-09-16T08:36:20.175227,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': 1000.0, 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}]",False
incorrect_attribute_datatype,hard,qwen2.5:7b,9,2026-09-16T08:36:33.399177,1.0,1.0,3,1,True,3,3,3,True,0.0,,,"[{'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': 1000.0, 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}, {'ocel_id': 'payment:629', 'original_value': '2850.0', 'proposed_value': '1000.0', 'noop_reason': None}]",False
incorrect_object_attribute_value,easy,qwen2.5:7b,0,2026-09-16T08:56:32.006297,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,1,2026-09-16T09:16:15.234301,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,2,2026-09-16T09:36:02.039196,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,3,2026-09-16T09:55:56.920391,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,4,2026-09-16T10:15:43.950118,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,5,2026-09-16T10:35:30.418153,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,6,2026-09-16T10:55:29.890614,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,7,2026-09-16T11:15:31.767146,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,8,2026-09-16T11:35:37.101870,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,easy,qwen2.5:7b,9,2026-09-16T11:55:42.023673,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,0,2026-09-16T12:15:37.784723,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,1,2026-09-16T12:35:22.992142,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,2,2026-09-16T12:55:16.308168,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,3,2026-09-16T13:15:05.359176,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,4,2026-09-16T13:35:19.160515,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,5,2026-09-16T13:55:20.861347,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,6,2026-09-16T14:14:57.096111,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,7,2026-09-16T14:35:02.942311,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,8,2026-09-16T14:54:51.311040,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_attribute_value,hard,qwen2.5:7b,9,2026-09-16T15:14:47.743392,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,easy,qwen2.5:7b,0,2026-09-16T15:23:26.635267,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,1,2026-09-16T15:31:59.863674,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,2,2026-09-16T15:40:33.133494,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,3,2026-09-16T15:49:02.784068,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,4,2026-09-16T15:57:34.276413,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,5,2026-09-16T16:06:06.550000,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,6,2026-09-16T16:14:38.787054,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,7,2026-09-16T16:23:07.673657,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,8,2026-09-16T16:31:42.363711,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,easy,qwen2.5:7b,9,2026-09-16T16:40:14.982385,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'purchase_order:820', 'original_value': 'purchase_order', 'proposed_value': 'purchase_order', 'noop_reason': None}]",True
incorrect_object_type,hard,qwen2.5:7b,0,2026-09-16T16:40:19.252394,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,1,2026-09-16T16:40:23.115732,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,2,2026-09-16T16:40:26.561973,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,3,2026-09-16T16:40:29.539669,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,4,2026-09-16T16:40:32.610824,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,5,2026-09-16T16:40:35.853944,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,6,2026-09-16T16:40:39.180746,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,7,2026-09-16T16:40:42.920751,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
